PCC,SEPCC,dummies,Hstatistic,developed,undeveloped,Logit,lnobs,citations,firstpub,quadratic,Boone,Ifrecursive,regulation,OLS,reviewed_journal,ownership,Concentration,FE,endogeneity,NPL,Lerner,global,HHI,macro,Zscore,RE,T,DtoD,sampleyear,GMM,someAveraged,profit_volat,profitability,SLS,capitalization
-0.0001031,0.0004912,0,0,0,0,0,0.2932031,0.0221116,0.3448276,0,0,0.000931,0.0344828,0,0.0344828,0,0,0,0.0344828,0,0.0344828,0.0344828,0,0,0.0344828,0,0.0671004,0,0.3965517,0.0344828,0,0,0,0,0
0.0017353,0.0007091,0,0,0,0,0,0.3781579,0.0370238,0.4545455,0,0,0,0,0,0.0454545,0,0,0,0.0454545,0,0.0454545,0.0454545,0,0,0.0454545,0,0.0945201,0,0.5,0,0,0,0,0,0
0.0034342,0.0006782,0,0,0,0,0,0.3820113,0.0370238,0.4545455,0,0,0,0,0,0.0454545,0,0,0,0.0454545,0,0.0454545,0.0454545,0,0,0,0,0.0945201,0,0.5,0,0,0,0.0454545,0,0
0.0017984,0.0007357,0,0,0,0,0,0.3748021,0.0370238,0.4545455,0,0,0,0,0,0.0454545,0,0,0,0.0454545,0,0.0454545,0.0454545,0,0,0,0,0.0945201,0,0.5,0,0,0,0.0454545,0,0
0.0026328,0.0007064,0,0,0,0,0,0.378423,0.0370238,0.4545455,0,0,0,0,0,0.0454545,0,0,0,0.0454545,0,0.0454545,0.0454545,0,0,0,0,0.0945201,0,0.5,0,0,0,0,0,0.0454545
0.0074698,0.0008588,0,0,0,0,0,0.3595723,0.0370238,0.4545455,0,0,0,0,0,0.0454545,0,0,0,0.0454545,0.0454545,0.0454545,0.0454545,0,0,0,0,0.0945201,0,0.5,0,0,0,0,0,0
-0.0045239,0.0007012,0,0,0,0,0,0.378796,0.0370238,0.4545455,0,0,0,0,0,0.0454545,0,0,0,0.0454545,0,0.0454545,0.0454545,0,0,0.0454545,0,0.0945201,0,0.5,0,0,0,0,0,0
0.0024629,0.0007057,0,0.0454545,0,0,0,0.378533,0.0370238,0.4545455,0,0,0,0,0,0.0454545,0,0,0,0.0454545,0,0,0.0454545,0,0,0.0454545,0,0.0945201,0,0.5,0,0,0,0,0,0
0.0024691,0.0007287,0,0.0454545,0,0,0,0.375606,0.0370238,0.4545455,0,0,0,0,0,0.0454545,0,0,0,0.0454545,0,0,0.0454545,0,0,0,0,0.0945201,0,0.5,0,0,0,0.0454545,0,0
0.0027894,0.000732,0,0.0454545,0,0,0,0.3751585,0.0370238,0.4545455,0,0,0,0,0,0.0454545,0,0,0,0.0454545,0,0,0.0454545,0,0,0,0,0.0945201,0,0.5,0,0,0,0.0454545,0,0
0.0000909,0.0007042,0,0.0454545,0,0,0,0.3788505,0.0370238,0.4545455,0,0,0,0,0,0.0454545,0,0,0,0.0454545,0,0,0.0454545,0,0,0,0,0.0945201,0,0.5,0,0,0,0,0,0.0454545
0.0043764,0.0008615,0,0.0454545,0,0,0,0.3601028,0.0370238,0.4545455,0,0,0,0,0,0.0454545,0,0,0,0.0454545,0.0454545,0,0.0454545,0,0,0,0,0.0945201,0,0.5,0,0,0,0,0,0
0.0031166,0.0006497,0,0.0454545,0,0,0,0.385957,0.0370238,0.4545455,0,0,0,0,0,0.0454545,0,0,0,0.0454545,0,0,0.0454545,0,0,0.0454545,0,0.0945201,0,0.5,0,0,0,0,0,0
0.0055742,0.0006445,0,0.0454545,0,0,0,0.3862176,0.0370238,0.4545455,0,0,0,0,0,0.0454545,0,0,0,0.0454545,0,0,0.0454545,0,0,0.0454545,0,0.0945201,0,0.5,0,0,0,0,0.0454545,0
0.0041325,0.00067,0,0.0454545,0,0,0,0.3829979,0.0370238,0.4545455,0,0,0,0,0,0.0454545,0,0,0,0.0454545,0,0,0.0454545,0,0,0,0,0.0945201,0,0.5,0,0,0,0.0454545,0.0454545,0
0.003487,0.0006738,0,0.0454545,0,0,0,0.3825978,0.0370238,0.4545455,0,0,0,0,0,0.0454545,0,0,0,0.0454545,0,0,0.0454545,0,0,0,0,0.0945201,0,0.5,0,0,0,0.0454545,0.0454545,0
0.0025135,0.0008029,0,0.0454545,0,0,0,0.3667883,0.0370238,0.4545455,0,0,0,0,0,0.0454545,0,0,0,0.0454545,0.0454545,0,0.0454545,0,0,0,0,0.0945201,0,0.5,0,0,0,0,0.0454545,0
0.0043177,0.0006498,0,0,0,0,0,0.3857513,0.0370238,0.4545455,0,0,0,0,0,0.0454545,0,0,0,0.0454545,0,0.0454545,0.0454545,0,0,0.0454545,0,0.0945201,0,0.5,0,0,0,0,0.0454545,0
0.0038658,0.0006191,0,0.0454545,0,0,0,0.3902375,0.0370238,0.4545455,0,0,0,0,0,0.0454545,0,0,0,0.0454545,0,0,0.0454545,0,0,0.0454545,0,0.0945201,0,0.5,0,0,0,0,0.0454545,0
0.0062177,0.0007001,0,0.0454545,0,0,0,0.378533,0.0370238,0.4545455,0,0,0,0.0454545,0,0.0454545,0,0,0,0.0454545,0,0,0.0454545,0,0,0.0454545,0,0.0945201,0,0.5,0,0,0,0,0,0
0.0052521,0.000702,0,0.0454545,0,0,0,0.378533,0.0370238,0.4545455,0,0,0,0.0454545,0,0.0454545,0,0,0,0.0454545,0,0,0.0454545,0,0,0.0454545,0,0.0945201,0,0.5,0,0,0,0,0,0
0.0032875,0.0007048,0,0.0454545,0,0,0,0.378533,0.0370238,0.4545455,0,0,0,0.0454545,0,0.0454545,0,0,0,0.0454545,0,0,0.0454545,0,0,0.0454545,0,0.0945201,0,0.5,0,0,0,0,0,0
